name,year,quarter,published
FTREIT,2022,3,"Tue, 02 Aug 2022 21:35:55 +0700"
TFM,2022,2,"Tue, 02 Aug 2022 19:26:50 +0700"
MST,2022,2,"Tue, 02 Aug 2022 08:39:20 +0700"
CSR,2022,2,"Tue, 02 Aug 2022 07:51:32 +0700"
