name,year,quarter,published
TR,2021,4,"Fri, 27 May 2022 18:22:01 +0700"
BCT,2021,4,"Fri, 27 May 2022 17:41:33 +0700"
TIF1,2021,4,"Fri, 27 May 2022 17:35:54 +0700"
