name,year,quarter,published
JTS,2021,4,"Tue, 15 Feb 2022 22:29:10 +0700"
KWC,2021,4,"Tue, 15 Feb 2022 20:47:20 +0700"
THG,2021,4,"Tue, 15 Feb 2022 19:23:03 +0700"
AMANAH,2021,4,"Tue, 15 Feb 2022 18:47:44 +0700"
OR,2021,4,"Tue, 15 Feb 2022 18:17:55 +0700"
TOP,2021,4,"Tue, 15 Feb 2022 18:08:21 +0700"
DELTA,2021,4,"Tue, 15 Feb 2022 17:53:24 +0700"
SF,2021,4,"Tue, 15 Feb 2022 17:41:35 +0700"
MPIC,2021,4,"Tue, 15 Feb 2022 17:36:30 +0700"
GIFT,2021,4,"Tue, 15 Feb 2022 17:15:02 +0700"
GC,2021,4,"Tue, 15 Feb 2022 17:13:59 +0700"
DCC,2021,4,"Tue, 15 Feb 2022 13:09:31 +0700"
EGATIF,2021,4,"Tue, 15 Feb 2022 13:04:30 +0700"
PT,2021,4,"Tue, 15 Feb 2022 12:39:57 +0700"
KBSPIF,2021,4,"Tue, 15 Feb 2022 12:39:40 +0700"
SPG,2021,4,"Tue, 15 Feb 2022 12:37:06 +0700"
STC,2021,4,"Tue, 15 Feb 2022 08:26:21 +0700"
