name,year,quarter,published
SCBS,2022,2,"Fri, 26 Aug 2022 17:06:49 +0700"
CIMBT,2022,2,"Fri, 26 Aug 2022 17:02:45 +0700"
TNS,2022,2,"Fri, 26 Aug 2022 12:59:19 +0700"
AFC,2022,4,"Fri, 26 Aug 2022 12:56:45 +0700"
MC,2022,4,"Fri, 26 Aug 2022 08:08:10 +0700"
