name,year,quarter,published,market
OR,2022,1,"Tue, 10 May 2022 21:57:59 +0700",SET50 / SETCLMV
BANPU,2022,1,"Tue, 10 May 2022 21:47:44 +0700",SET50 / SETCLMV / SETTHSI
WICE,2022,1,"Tue, 10 May 2022 21:17:56 +0700",sSET
DCON,2022,1,"Tue, 10 May 2022 21:08:18 +0700",SET
BPP,2022,1,"Tue, 10 May 2022 20:01:49 +0700",SET100 / SETCLMV / SETHD / SETTHSI
IRPC,2022,1,"Tue, 10 May 2022 19:46:24 +0700",SET50 / SETCLMV / SETTHSI
MTC,2022,1,"Tue, 10 May 2022 19:09:33 +0700",SET50 / SETTHSI
TPIPP,2022,1,"Tue, 10 May 2022 18:13:04 +0700",SET
TK,2022,1,"Tue, 10 May 2022 18:12:09 +0700",sSET
MAKRO,2022,1,"Tue, 10 May 2022 17:43:59 +0700",SET
NER,2022,1,"Tue, 10 May 2022 17:43:33 +0700",sSET
ADVANC,2022,1,"Tue, 10 May 2022 17:40:55 +0700",SET50 / SETHD / SETTHSI
SPALI,2022,1,"Tue, 10 May 2022 17:27:25 +0700",SET100 / SETHD
COTTO,2022,2,"Tue, 10 May 2022 17:14:40 +0700",SET
JASIF,2022,1,"Tue, 10 May 2022 17:10:36 +0700",SET
GGC,2022,1,"Tue, 10 May 2022 17:09:35 +0700",sSET
KCE,2022,1,"Tue, 10 May 2022 17:04:49 +0700",SET50
TYCN,2022,1,"Tue, 10 May 2022 17:04:44 +0700",SET
PDG,2022,1,"Tue, 10 May 2022 17:04:16 +0700",mai
BCPG,2022,1,"Tue, 10 May 2022 17:03:29 +0700",SET100 / SETCLMV / SETHD / SETTHSI
BJC,2022,1,"Tue, 10 May 2022 17:02:01 +0700",SETCLMV / SETTHSI / SETWB
AP,2022,1,"Tue, 10 May 2022 13:01:05 +0700",SET100 / SETHD
SCGP,2022,1,"Tue, 10 May 2022 12:33:22 +0700",SET50 / SETCLMV / SETTHSI
