name,year,quarter,published,market
RBF,2021,4,"Mon, 21 Feb 2022 21:37:19 +0700",SET100 / SETCLMV / SETWB
HREIT,2021,4,"Mon, 21 Feb 2022 20:24:31 +0700",SET
TIDLOR,2021,4,"Mon, 21 Feb 2022 20:09:55 +0700",SET50
NYT,2021,4,"Mon, 21 Feb 2022 19:45:01 +0700",sSET / SETTHSI
TQR,2021,4,"Mon, 21 Feb 2022 19:21:09 +0700",mai
AIT,2021,4,"Mon, 21 Feb 2022 18:36:08 +0700",sSET
RJH,2021,4,"Mon, 21 Feb 2022 18:14:42 +0700",sSET
JASIF,2021,4,"Mon, 21 Feb 2022 17:48:07 +0700",SET
CKP,2021,4,"Mon, 21 Feb 2022 17:41:09 +0700",SET100 / SETCLMV / SETTHSI
SNP,2021,4,"Mon, 21 Feb 2022 17:35:50 +0700",SET
PB,2021,4,"Mon, 21 Feb 2022 17:23:45 +0700",SET
BSBM,2021,4,"Mon, 21 Feb 2022 17:20:09 +0700",SET
SHANG,2021,4,"Mon, 21 Feb 2022 17:10:13 +0700",SET
SVH,2021,4,"Mon, 21 Feb 2022 17:04:24 +0700",SET
CPTGF,2021,4,"Mon, 21 Feb 2022 13:21:51 +0700",SET
TISCO,2021,4,"Mon, 21 Feb 2022 13:17:11 +0700",SET50 / SETHD / SETTHSI
MAKRO,2021,4,"Mon, 21 Feb 2022 08:47:51 +0700",SET
NER,2021,4,"Mon, 21 Feb 2022 08:42:18 +0700",sSET
CPN,2021,4,"Mon, 21 Feb 2022 08:11:43 +0700",SET50 / SETTHSI
TIPCO,2021,4,"Mon, 21 Feb 2022 07:41:14 +0700",sSET
