name,year,quarter,published,market
ICHI,2022,1,"Wed, 11 May 2022 21:36:55 +0700",sSET / SETCLMV
WORK,2022,1,"Wed, 11 May 2022 21:05:54 +0700",SET
TTA,2022,1,"Wed, 11 May 2022 20:46:48 +0700",SET100 / SETWB
TIDLOR,2022,1,"Wed, 11 May 2022 20:10:21 +0700",SET50
ASW,2022,1,"Wed, 11 May 2022 19:44:42 +0700",sSET
EGCO,2022,1,"Wed, 11 May 2022 19:13:09 +0700",SET50 / SETCLMV / SETHD / SETTHSI
ACE,2022,1,"Wed, 11 May 2022 19:09:30 +0700",SET100
SC,2022,1,"Wed, 11 May 2022 19:02:03 +0700",sSET / SETTHSI
SKN,2022,1,"Wed, 11 May 2022 18:39:13 +0700",sSET
SINGER,2022,1,"Wed, 11 May 2022 18:29:20 +0700",SET100
CRC,2022,1,"Wed, 11 May 2022 18:25:57 +0700",SET50 / SETCLMV / SETTHSI / SETWB
SMPC,2022,1,"Wed, 11 May 2022 18:15:43 +0700",sSET
LIT,2022,1,"Wed, 11 May 2022 18:12:22 +0700",mai
INTUCH,2022,1,"Wed, 11 May 2022 18:12:02 +0700",SET50 / SETCLMV / SETHD / SETTHSI
TMT,2022,1,"Wed, 11 May 2022 18:11:51 +0700",sSET / SETTHSI
TTLPF,2022,1,"Wed, 11 May 2022 18:08:26 +0700",SET
BDMS,2022,1,"Wed, 11 May 2022 18:04:13 +0700",SET50 / SETCLMV / SETTHSI / SETWB
KGI,2022,1,"Wed, 11 May 2022 18:03:26 +0700",sSET
GUNKUL,2022,1,"Wed, 11 May 2022 17:59:42 +0700",SET100 / SETCLMV / SETHD / SETTHSI
SVI,2022,1,"Wed, 11 May 2022 17:59:17 +0700",SET
KBANK,2022,1,"Wed, 11 May 2022 17:42:45 +0700",SET50 / SETCLMV / SETTHSI
SGP,2022,1,"Wed, 11 May 2022 17:41:46 +0700",SET
OSP,2022,1,"Wed, 11 May 2022 17:31:16 +0700",SET50 / SETCLMV / SETHD / SETTHSI / SETWB
AJ,2022,1,"Wed, 11 May 2022 17:21:01 +0700",sSET / SETCLMV
SNC,2022,1,"Wed, 11 May 2022 17:14:05 +0700",sSET / SETTHSI
SCC,2022,1,"Wed, 11 May 2022 17:13:28 +0700",SET50 / SETCLMV / SETHD / SETTHSI
CPALL,2022,1,"Wed, 11 May 2022 17:00:37 +0700",SET50 / SETTHSI / SETWB
LPH,2022,1,"Wed, 11 May 2022 17:00:25 +0700",sSET
TOP,2022,1,"Wed, 11 May 2022 13:48:19 +0700",SET50 / SETCLMV / SETTHSI
PTTGC,2022,1,"Wed, 11 May 2022 13:38:44 +0700",SET50 / SETCLMV / SETTHSI
GC,2022,1,"Wed, 11 May 2022 12:56:10 +0700",SET
BCP,2022,1,"Wed, 11 May 2022 12:53:56 +0700",SET100 / SETCLMV / SETTHSI
AWC,2022,1,"Wed, 11 May 2022 12:41:26 +0700",SET50 / SETTHSI
MBAX,2022,1,"Wed, 11 May 2022 08:52:37 +0700",mai
NER,2022,1,"Wed, 11 May 2022 08:33:06 +0700",sSET
TCAP,2022,1,"Wed, 11 May 2022 08:32:38 +0700",SET100 / SETHD
THANI,2022,1,"Wed, 11 May 2022 08:21:42 +0700",SET100 / SETHD / SETTHSI
CPN,2022,1,"Wed, 11 May 2022 08:21:39 +0700",SET50 / SETTHSI
DRT,2022,1,"Wed, 11 May 2022 07:42:59 +0700",sSET / SETCLMV / SETTHSI
