name,year,quarter,published,market
SMPC,2021,4,"Mon, 14 Feb 2022 21:12:12 +0700",sSET
SCGP,2021,4,"Mon, 14 Feb 2022 21:08:13 +0700",SET50 / SETCLMV / SETTHSI
BTS,2021,3,"Mon, 14 Feb 2022 20:47:21 +0700",SET50 / SETTHSI / SETWB
U,2021,4,"Mon, 14 Feb 2022 20:35:03 +0700",SET
MTC,2021,4,"Mon, 14 Feb 2022 19:51:24 +0700",SET50 / SETTHSI
S11,2021,4,"Mon, 14 Feb 2022 19:47:52 +0700",sSET
TR,2021,3,"Mon, 14 Feb 2022 19:40:14 +0700",SET
PSL,2021,4,"Mon, 14 Feb 2022 19:34:06 +0700",SET
BLAND,2021,3,"Mon, 14 Feb 2022 18:51:51 +0700",SET
COTTO,2022,1,"Mon, 14 Feb 2022 18:32:08 +0700",SET
BCT,2021,3,"Mon, 14 Feb 2022 18:31:08 +0700",SET
VGI,2021,3,"Mon, 14 Feb 2022 18:29:33 +0700",SET100 / SETTHSI
MACO,2021,3,"Mon, 14 Feb 2022 18:25:17 +0700",sSET
BTSGIF,2021,3,"Mon, 14 Feb 2022 18:10:41 +0700",SET
OISHI,2022,1,"Mon, 14 Feb 2022 17:46:43 +0700",SET
PTTGC,2021,4,"Mon, 14 Feb 2022 17:32:48 +0700",SET50 / SETCLMV / SETTHSI
KEX,2021,4,"Mon, 14 Feb 2022 17:26:13 +0700",SET100 / SETTHSI / SETWB
PTL,2021,3,"Mon, 14 Feb 2022 13:19:47 +0700",SET
TMW,2021,3,"Mon, 14 Feb 2022 13:14:42 +0700",mai
GLOBAL,2021,4,"Mon, 14 Feb 2022 07:23:47 +0700",SET50 / SETCLMV / SETTHSI / SETWB
