name,year,quarter,published,market
SENA,2022,1,"Fri, 13 May 2022 21:48:56 +0700",sSET
PSH,2022,1,"Fri, 13 May 2022 21:25:02 +0700",SETTHSI
BLA,2022,1,"Fri, 13 May 2022 20:48:47 +0700",SET100 / SETTHSI
PTG,2022,1,"Fri, 13 May 2022 20:44:29 +0700",SET100 / SETHD / SETTHSI
AIMIRT,2022,1,"Fri, 13 May 2022 20:36:25 +0700",SET
JMART,2022,1,"Fri, 13 May 2022 20:19:34 +0700",SET100
S11,2022,1,"Fri, 13 May 2022 19:59:06 +0700",sSET
POPF,2022,1,"Fri, 13 May 2022 19:56:41 +0700",SET
VIBHA,2022,1,"Fri, 13 May 2022 19:42:27 +0700",SETWB
EA,2022,1,"Fri, 13 May 2022 19:22:49 +0700",SET50 / SETTHSI
KTB,2022,1,"Fri, 13 May 2022 18:57:57 +0700",SET50 / SETHD / SETTHSI
CPNCG,2022,1,"Fri, 13 May 2022 18:42:22 +0700",SET
TIPCO,2022,1,"Fri, 13 May 2022 18:37:22 +0700",sSET
TPIPL,2022,1,"Fri, 13 May 2022 18:27:06 +0700",SET
AMATA,2022,1,"Fri, 13 May 2022 18:22:33 +0700",SET100 / SETCLMV / SETTHSI
SCB,2022,1,"Fri, 13 May 2022 18:21:54 +0700",SET50 / SETCLMV / SETTHSI
LANNA,2022,1,"Fri, 13 May 2022 18:15:05 +0700",sSET
CBG,2022,1,"Fri, 13 May 2022 18:11:54 +0700",SET50 / SETCLMV / SETWB
GRAMMY,2022,1,"Fri, 13 May 2022 18:02:42 +0700",SET
EASTW,2022,1,"Fri, 13 May 2022 18:00:16 +0700",SETTHSI
HANA,2022,1,"Fri, 13 May 2022 17:58:18 +0700",SET100 / SETTHSI
DIF,2022,1,"Fri, 13 May 2022 17:55:58 +0700",SET
BCH,2022,1,"Fri, 13 May 2022 17:50:03 +0700",SET100 / SETWB
KTC,2022,1,"Fri, 13 May 2022 17:46:42 +0700",SET50 / SETTHSI
MEGA,2022,1,"Fri, 13 May 2022 17:33:24 +0700",SET100 / SETCLMV / SETWB
WHAUP,2022,1,"Fri, 13 May 2022 17:27:50 +0700",sSET / SETTHSI
ALUCON,2022,1,"Fri, 13 May 2022 17:26:03 +0700",SET
WHA,2022,1,"Fri, 13 May 2022 17:24:19 +0700",SET100 / SETHD / SETTHSI
BEC,2022,1,"Fri, 13 May 2022 17:22:21 +0700",SET100
GVREIT,2022,2,"Fri, 13 May 2022 17:18:57 +0700",SET
TVO,2022,1,"Fri, 13 May 2022 17:18:24 +0700",SET100 / SETHD / SETTHSI / SETWB
HREIT,2022,1,"Fri, 13 May 2022 17:16:34 +0700",SET
ASP,2022,2,"Fri, 13 May 2022 17:05:41 +0700",sSET
BA,2022,1,"Fri, 13 May 2022 17:03:46 +0700",SETWB
TISCO,2022,1,"Fri, 13 May 2022 17:01:53 +0700",SET50 / SETHD / SETTHSI
BKI,2022,1,"Fri, 13 May 2022 17:01:48 +0700",SET
JMT,2022,1,"Fri, 13 May 2022 13:22:55 +0700",SET100
MINT,2022,1,"Fri, 13 May 2022 12:52:21 +0700",SET50 / SETCLMV / SETTHSI / SETWB
MST,2022,1,"Fri, 13 May 2022 12:44:59 +0700",SET
RCL,2022,1,"Fri, 13 May 2022 12:40:39 +0700",SET100 / SETCLMV
TFFIF,2022,2,"Fri, 13 May 2022 12:38:42 +0700",SET
TTB,2022,1,"Fri, 13 May 2022 12:37:55 +0700",SET50 / SETHD / SETTHSI
INOX,2022,1,"Fri, 13 May 2022 12:34:29 +0700",SET
SPCG,2022,1,"Fri, 13 May 2022 08:09:54 +0700",SET
MC,2022,3,"Fri, 13 May 2022 08:02:22 +0700",sSET
RATCH,2022,1,"Fri, 13 May 2022 08:00:34 +0700",SET50 / SETCLMV / SETHD / SETTHSI
BEAUTY,2022,1,"Fri, 13 May 2022 07:51:57 +0700",SET
CHG,2022,1,"Fri, 13 May 2022 07:41:59 +0700",SET100 / SETWB
BGRIM,2022,1,"Fri, 13 May 2022 07:01:36 +0700",SET50 / SETCLMV / SETTHSI
STARK,2022,1,"Fri, 13 May 2022 06:42:32 +0700",SET100 / SETCLMV
IP,2022,1,"Fri, 13 May 2022 06:35:23 +0700",mai
