name,year,quarter,published,market
SF,2022,1,"Mon, 09 May 2022 21:13:07 +0700",SET
CPNREIT,2022,1,"Mon, 09 May 2022 20:26:14 +0700",SET
STA,2022,1,"Mon, 09 May 2022 19:14:41 +0700",SET100 / SETTHSI / SETWB
QH,2022,1,"Mon, 09 May 2022 19:01:03 +0700",SET100 / SETHD
STGT,2022,1,"Mon, 09 May 2022 18:55:12 +0700",SET50 / SETTHSI
THG,2022,1,"Mon, 09 May 2022 18:04:16 +0700",SETCLMV / SETWB
ASIAN,2022,1,"Mon, 09 May 2022 17:55:09 +0700",sSET / SETTHSI
ASK,2022,1,"Mon, 09 May 2022 17:36:45 +0700",SET
SPRIME,2022,1,"Mon, 09 May 2022 17:35:00 +0700",SET
TKS,2022,1,"Mon, 09 May 2022 17:21:37 +0700",sSET
RJH,2022,1,"Mon, 09 May 2022 17:06:29 +0700",sSET
TU,2022,1,"Mon, 09 May 2022 13:01:28 +0700",SET50 / SETCLMV / SETHD / SETTHSI / SETWB
VNG,2022,1,"Mon, 09 May 2022 07:48:57 +0700",sSET / SETCLMV
SYNEX,2022,1,"Mon, 09 May 2022 06:33:46 +0700",SET100 / SETTHSI
