name,year,quarter,published,market
WHART,2022,2,"Mon, 08 Aug 2022 19:56:07 +0700",SET
MAKRO,2022,2,"Mon, 08 Aug 2022 19:41:20 +0700",SET
ILM,2022,2,"Mon, 08 Aug 2022 19:38:00 +0700",sSET
SYNEX,2022,2,"Mon, 08 Aug 2022 19:03:05 +0700",SET100 / SETTHSI
WHAIR,2022,2,"Mon, 08 Aug 2022 19:02:50 +0700",SET
RJH,2022,2,"Mon, 08 Aug 2022 18:18:53 +0700",sSET
GPSC,2022,2,"Mon, 08 Aug 2022 18:08:31 +0700",SET50 / SETTHSI
ADVANC,2022,2,"Mon, 08 Aug 2022 17:51:45 +0700",SET50 / SETHD / SETTHSI
ASIAN,2022,2,"Mon, 08 Aug 2022 17:38:53 +0700",sSET / SETTHSI
TU,2022,2,"Mon, 08 Aug 2022 12:57:12 +0700",SET50 / SETCLMV / SETHD / SETTHSI / SETWB
CPNREIT,2022,2,"Mon, 08 Aug 2022 08:30:10 +0700",SET
VNG,2022,2,"Mon, 08 Aug 2022 07:21:32 +0700",sSET / SETCLMV
DOHOME,2022,2,"Mon, 08 Aug 2022 06:37:53 +0700",SET100 / SETWB
