name,year,quarter,published,market
SUPER,2022,2,"Tue, 09 Aug 2022 20:51:56 +0700",SET100 / SETCLMV
LPH,2022,2,"Tue, 09 Aug 2022 19:11:40 +0700",sSET
QH,2022,2,"Tue, 09 Aug 2022 19:05:53 +0700",SET100 / SETHD
TK,2022,2,"Tue, 09 Aug 2022 18:54:28 +0700",sSET
SPALI,2022,2,"Tue, 09 Aug 2022 18:30:14 +0700",SET100 / SETHD
SPRIME,2022,2,"Tue, 09 Aug 2022 18:11:51 +0700",SET
MTC,2022,2,"Tue, 09 Aug 2022 18:09:58 +0700",SET50 / SETTHSI
GGC,2022,2,"Tue, 09 Aug 2022 18:04:57 +0700",sSET
ACE,2022,2,"Tue, 09 Aug 2022 17:46:33 +0700",SET100
IRPC,2022,2,"Tue, 09 Aug 2022 17:44:34 +0700",SET50 / SETCLMV / SETTHSI
KCE,2022,2,"Tue, 09 Aug 2022 17:32:37 +0700",SET50
SGP,2022,2,"Tue, 09 Aug 2022 17:28:14 +0700",SET
JASIF,2022,2,"Tue, 09 Aug 2022 17:24:39 +0700",SET
BCPG,2022,2,"Tue, 09 Aug 2022 17:10:57 +0700",SET100 / SETCLMV / SETHD / SETTHSI
INOX,2022,2,"Tue, 09 Aug 2022 17:05:21 +0700",SET
BGC,2022,2,"Tue, 09 Aug 2022 17:04:15 +0700",sSET / SETCLMV / SETTHSI
COTTO,2022,2,"Tue, 09 Aug 2022 17:03:23 +0700",SET
TOP,2022,2,"Tue, 09 Aug 2022 13:25:42 +0700",SET50 / SETCLMV / SETTHSI
AP,2022,2,"Tue, 09 Aug 2022 13:00:04 +0700",SET100 / SETHD
DCC,2022,2,"Tue, 09 Aug 2022 12:34:26 +0700",SET
SCGP,2022,2,"Tue, 09 Aug 2022 12:32:30 +0700",SET50 / SETCLMV / SETTHSI
PDG,2022,2,"Tue, 09 Aug 2022 08:23:31 +0700",mai
NER,2022,2,"Tue, 09 Aug 2022 08:01:34 +0700",sSET
SUPEREIF,2022,2,"Tue, 09 Aug 2022 07:36:48 +0700",SET
