name,year,quarter,published,market
AIT,2022,2,"Thu, 11 Aug 2022 17:53:32 +0700",sSET
PTT,2022,2,"Thu, 11 Aug 2022 17:53:22 +0700",SET50 / SETCLMV / SETHD / SETTHSI
AMATA,2022,2,"Thu, 11 Aug 2022 17:50:33 +0700",SET100 / SETCLMV / SETTHSI
BAM,2022,2,"Thu, 11 Aug 2022 17:48:33 +0700",SET100
GULF,2022,2,"Thu, 11 Aug 2022 17:47:28 +0700",SET50 / SETCLMV / SETTHSI
LH,2022,2,"Thu, 11 Aug 2022 17:40:44 +0700",SET50 / SETHD
JMART,2022,2,"Thu, 11 Aug 2022 17:30:10 +0700",SET50
POPF,2022,2,"Thu, 11 Aug 2022 17:19:30 +0700",SET
MEGA,2022,2,"Thu, 11 Aug 2022 17:18:14 +0700",SET100 / SETCLMV / SETWB
TIPCO,2022,2,"Thu, 11 Aug 2022 17:17:51 +0700",sSET
IMPACT,2022,1,"Thu, 11 Aug 2022 17:17:14 +0700",SET
SIS,2022,2,"Thu, 11 Aug 2022 17:15:41 +0700",sSET
SCC,2022,2,"Thu, 11 Aug 2022 17:14:34 +0700",SET50 / SETCLMV / SETHD / SETTHSI
MAJOR,2022,2,"Thu, 11 Aug 2022 17:14:04 +0700",SET100 / SETCLMV / SETTHSI
HANA,2022,2,"Thu, 11 Aug 2022 17:13:08 +0700",SET100 / SETTHSI
SVI,2022,2,"Thu, 11 Aug 2022 17:12:31 +0700",SET
SKN,2022,2,"Thu, 11 Aug 2022 17:12:25 +0700",sSET
BDMS,2022,2,"Thu, 11 Aug 2022 17:11:43 +0700",SET50 / SETCLMV / SETTHSI / SETWB
TYCN,2022,2,"Thu, 11 Aug 2022 17:08:38 +0700",SET
ASP,2022,2,"Thu, 11 Aug 2022 17:07:47 +0700",sSET
PAP,2022,2,"Thu, 11 Aug 2022 17:06:38 +0700",sSET
BKI,2022,2,"Thu, 11 Aug 2022 17:05:17 +0700",SET
AJ,2022,2,"Thu, 11 Aug 2022 17:03:23 +0700",sSET / SETCLMV
AOT,2022,3,"Thu, 11 Aug 2022 17:02:53 +0700",SET50 / SETTHSI / SETWB
TTW,2022,2,"Thu, 11 Aug 2022 17:02:50 +0700",SETTHSI
SPRC,2022,2,"Thu, 11 Aug 2022 17:02:48 +0700",SET100 / SETCLMV
HTC,2022,2,"Thu, 11 Aug 2022 17:01:30 +0700",sSET / SETTHSI
TISCO,2022,2,"Thu, 11 Aug 2022 17:01:28 +0700",SET50 / SETHD / SETTHSI
TSE,2022,2,"Thu, 11 Aug 2022 17:01:08 +0700",sSET
ROJNA,2022,2,"Thu, 11 Aug 2022 17:00:55 +0700",sSET
OR,2022,2,"Thu, 11 Aug 2022 17:00:17 +0700",SET50 / SETCLMV
DIF,2022,2,"Thu, 11 Aug 2022 13:15:56 +0700",SET
TFFIF,2022,3,"Thu, 11 Aug 2022 13:08:32 +0700",SET
JMT,2022,2,"Thu, 11 Aug 2022 13:04:33 +0700",SET50
CKP,2022,2,"Thu, 11 Aug 2022 13:02:48 +0700",SET100 / SETCLMV / SETTHSI
GFPT,2022,2,"Thu, 11 Aug 2022 12:48:49 +0700",sSET / SETTHSI
BCP,2022,2,"Thu, 11 Aug 2022 12:48:12 +0700",SET100 / SETCLMV / SETTHSI
INTUCH,2022,2,"Thu, 11 Aug 2022 12:44:34 +0700",SET50 / SETCLMV / SETHD / SETTHSI
LANNA,2022,2,"Thu, 11 Aug 2022 12:40:43 +0700",sSET
MINT,2022,2,"Thu, 11 Aug 2022 12:39:46 +0700",SET50 / SETCLMV / SETTHSI / SETWB
PTL,2022,1,"Thu, 11 Aug 2022 12:35:13 +0700",SET
AIE,2022,2,"Thu, 11 Aug 2022 12:32:23 +0700",sSET
SKR,2022,2,"Thu, 11 Aug 2022 07:59:36 +0700",SET
SAPPE,2022,2,"Thu, 11 Aug 2022 07:54:01 +0700",sSET
TKN,2022,2,"Thu, 11 Aug 2022 07:46:36 +0700",sSET
THANI,2022,2,"Thu, 11 Aug 2022 07:40:51 +0700",SET100 / SETHD / SETTHSI
BGRIM,2022,2,"Thu, 11 Aug 2022 07:01:13 +0700",SET50 / SETCLMV / SETTHSI
BH,2022,2,"Thu, 11 Aug 2022 06:44:30 +0700",SET50 / SETCLMV / SETWB
JWD,2022,2,"Thu, 11 Aug 2022 06:30:07 +0700",sSET / SETTHSI
