name,year,quarter,published,market
SGP,2021,4,"Tue, 22 Feb 2022 21:29:50 +0700",SET
BGC,2021,4,"Tue, 22 Feb 2022 21:14:57 +0700",sSET / SETCLMV / SETTHSI
J,2021,4,"Tue, 22 Feb 2022 20:31:25 +0700",SET
GBX,2021,4,"Tue, 22 Feb 2022 19:42:28 +0700",SET
TK,2021,4,"Tue, 22 Feb 2022 19:35:52 +0700",sSET
NNCL,2021,4,"Tue, 22 Feb 2022 19:32:33 +0700",sSET
SPALI,2021,4,"Tue, 22 Feb 2022 18:58:19 +0700",SET100 / SETHD
CIMBT,2021,4,"Tue, 22 Feb 2022 18:54:58 +0700",SET
SPRC,2021,4,"Tue, 22 Feb 2022 18:27:35 +0700",SET100 / SETCLMV
IFS,2021,4,"Tue, 22 Feb 2022 17:49:31 +0700",SET
SUSCO,2021,4,"Tue, 22 Feb 2022 17:09:14 +0700",sSET
LPH,2021,4,"Tue, 22 Feb 2022 17:08:34 +0700",sSET
TTW,2021,4,"Tue, 22 Feb 2022 17:08:28 +0700",SETTHSI
SAT,2021,4,"Tue, 22 Feb 2022 17:05:01 +0700",sSET / SETTHSI
PAP,2021,4,"Tue, 22 Feb 2022 17:03:39 +0700",sSET
GFPT,2021,4,"Tue, 22 Feb 2022 13:04:08 +0700",sSET / SETTHSI
AP,2021,4,"Tue, 22 Feb 2022 13:02:12 +0700",SET100 / SETHD
TIDLOR,2021,4,"Tue, 22 Feb 2022 08:56:53 +0700",SET50
THREL,2021,4,"Tue, 22 Feb 2022 08:21:07 +0700",SET
TKN,2021,4,"Tue, 22 Feb 2022 08:15:02 +0700",sSET
DRT,2021,4,"Tue, 22 Feb 2022 07:59:55 +0700",sSET / SETCLMV / SETTHSI
VNG,2021,4,"Tue, 22 Feb 2022 07:38:24 +0700",sSET / SETCLMV
SABUY,2021,4,"Tue, 22 Feb 2022 07:25:21 +0700",SET
