name,qtrly,shares,amount,net,xdate,paiddate,cost_amt,pct,actual
DCC,0.055,60000,3300.0,2970.0,2022-05-13,2022-05-31,177600.0,1.67,0
DIF,0.26,50000,13000.0,11700.0,2022-05-17,2022-06-06,735000.0,1.59,0
HREIT,0.1556,40000,6224.0,5601.6,2022-05-25,2022-06-24,358000.0,1.56,0
IVL,0.4,3000,1200.0,1080.0,2022-05-31,2022-06-16,144000.0,0.75,1
JASIF,0.23,110000,25300.0,22770.0,2022-05-24,2022-06-08,1111000.0,2.05,0
SENA,0.13,105000,13650.0,12285.0,2022-05-11,2022-05-27,470400.0,2.61,0
WHART,0.1915,30000,5745.0,5170.5,2022-06-01,2022-06-15,351000.0,1.47,1
