2016-09-14,32.1,32.5,31.8,32.1
2016-09-15,31.9,32.2,31.8,31.9
2016-09-16,32.2,32.6,32.0,32.6
2016-09-19,32.7,33.0,32.5,32.9
2016-09-20,32.6,32.7,32.3,32.6
2016-09-21,32.9,33.3,32.8,33.3
2016-09-22,33.6,33.7,33.4,33.7
2016-09-23,33.7,33.8,33.1,33.3
2016-09-26,32.9,33.3,32.7,33.1
2016-09-27,33.2,33.4,33.0,33.1
2016-09-28,33.0,33.2,32.8,32.9
2016-09-29,33.8,34.3,33.7,34.2
2016-09-30,34.2,34.5,33.8,33.9
2016-10-03,34.3,34.7,34.2,34.7
2016-10-04,34.8,34.9,34.5,34.6
2016-10-05,34.9,34.9,34.6,34.7
2016-10-06,34.9,35.0,34.7,34.7
2016-10-07,34.9,35.0,34.5,34.5
2016-10-10,33.5,33.9,33.1,33.5
2016-10-11,34.0,34.4,33.2,33.7
2016-10-12,33.7,34.0,32.0,33.7
2016-10-13,33.4,33.8,32.5,33.8
2016-10-14,34.8,35.7,34.5,35.3
2016-10-17,35.4,35.5,34.8,35.2
2016-10-18,35.2,36.1,35.0,35.5
2016-10-19,35.4,36.1,35.3,35.4
2016-10-20,36.0,36.3,35.7,35.7
2016-10-21,35.6,35.7,35.1,35.2
2016-10-25,35.4,35.5,35.2,35.4
2016-10-26,35.3,35.3,34.7,34.7
2016-10-27,34.7,35.4,34.6,35.1
2016-10-28,35.0,35.1,34.7,34.9
2016-10-31,34.6,34.7,34.4,34.6
2016-11-01,34.6,34.8,34.3,34.6
2016-11-02,34.4,34.4,34.1,34.2
2016-11-03,34.0,34.6,34.0,34.0
2016-11-04,33.9,34.1,33.6,33.7
2016-11-07,34.1,34.6,33.8,34.6
2016-11-08,34.6,35.0,34.4,34.9
2016-11-09,34.4,34.6,33.8,34.5
2016-11-10,34.7,34.7,34.1,34.1
2016-11-11,33.9,34.0,33.5,33.5
2016-11-14,32.6,32.9,32.5,32.7
2016-11-15,32.9,33.8,32.7,33.7
2016-11-16,34.3,34.4,33.7,33.7
2016-11-17,33.9,34.0,33.5,34.0
2016-11-18,33.9,34.4,33.6,34.4
2016-11-21,34.5,34.7,34.1,34.1
2016-11-22,34.6,34.7,34.4,34.4
2016-11-23,34.6,35.0,34.5,35.0
2016-11-24,35.0,35.1,34.6,34.9
2016-11-25,35.0,35.1,34.6,34.8
2016-11-28,34.8,34.8,34.3,34.4
2016-11-29,34.7,34.8,34.2,34.2
2016-11-30,34.2,34.9,34.2,34.9
2016-12-01,35.5,36.5,35.4,36.4
2016-12-02,36.7,37.0,35.6,35.6
2016-12-06,36.0,36.7,35.4,36.7
2016-12-07,36.6,36.8,36.4,36.5
2016-12-08,36.6,36.6,36.2,36.2
2016-12-09,36.8,37.0,36.6,36.9
2016-12-13,37.1,37.3,36.8,36.8
2016-12-14,36.7,36.8,36.4,36.6
2016-12-15,36.2,36.5,36.0,36.2
2016-12-16,36.3,36.6,36.3,36.3
2016-12-19,36.6,36.6,36.4,36.5
2016-12-20,36.2,36.4,35.9,36.4
2016-12-21,36.4,36.6,36.3,36.3
2016-12-22,36.3,36.4,36.0,36.3
2016-12-23,36.3,36.7,36.3,36.5
2016-12-26,36.6,36.8,36.3,36.5
2016-12-27,36.5,36.6,36.4,36.5
2016-12-28,36.5,36.9,36.4,36.9
2016-12-29,36.7,37.7,36.7,37.5
2016-12-30,37.4,37.7,37.2,37.2
2017-01-04,37.4,38.1,37.3,38.0
2017-01-05,38.2,38.8,38.2,38.7
2017-01-06,38.7,38.9,38.5,38.9
2017-01-09,38.9,39.0,38.2,38.3
2017-01-10,38.3,38.9,38.2,38.8
2017-01-11,38.5,38.9,38.5,38.5
2017-01-12,38.9,38.9,38.3,38.3
2017-01-13,38.5,38.7,38.3,38.6
2017-01-16,38.6,39.1,38.5,38.9
2017-01-17,38.8,39.0,38.6,38.7
2017-01-18,38.7,38.8,38.5,38.5
2017-01-19,38.5,38.6,38.3,38.5
2017-01-20,38.7,38.8,38.5,38.6
2017-01-23,38.7,38.9,38.5,38.9
2017-01-24,38.9,40.8,38.9,40.8
2017-01-25,40.8,41.2,40.2,41.0
2017-01-26,42.0,43.0,41.4,42.0
2017-01-27,42.0,42.2,41.4,41.8
2017-01-30,41.6,42.0,41.4,41.8
2017-01-31,41.6,41.6,40.4,40.4
2017-02-01,40.4,41.0,40.0,40.4
2017-02-02,40.2,40.6,40.2,40.4
2017-02-03,40.4,41.6,40.2,41.0
2017-02-06,41.0,41.8,40.6,41.6
2017-02-07,41.2,41.4,40.8,41.0
2017-02-08,41.0,41.2,40.6,40.8
2017-02-09,41.0,41.2,39.4,39.4
2017-02-10,39.8,39.8,39.3,39.6
2017-02-14,39.4,39.4,38.6,38.6
2017-02-15,38.7,39.7,38.6,39.7
2017-02-16,39.7,39.8,39.1,39.4
2017-02-17,39.5,39.9,39.5,39.6
2017-02-20,39.7,39.8,39.5,39.7
2017-02-21,39.8,40.2,39.6,39.7
2017-02-22,39.9,40.2,39.7,40.2
2017-02-23,40.0,40.0,39.6,39.8
2017-02-24,39.7,40.0,39.6,39.9
2017-02-27,39.7,40.0,39.7,40.0
2017-02-28,40.0,40.0,39.7,39.7
2017-03-01,39.8,39.9,39.4,39.9
2017-03-02,39.9,40.2,39.7,39.9
2017-03-03,39.5,39.7,39.5,39.6
2017-03-06,39.5,39.6,38.7,38.8
2017-03-07,38.8,39.1,38.8,38.9
2017-03-08,38.9,39.4,38.8,39.4
2017-03-09,39.1,39.2,38.8,39.0
2017-03-10,39.0,39.1,38.7,39.0
2017-03-13,39.0,39.4,38.8,39.4
2017-03-14,39.4,39.8,39.1,39.7
2017-03-15,39.7,39.8,39.5,39.5
2017-03-16,40.0,40.0,39.5,39.7
2017-03-17,39.8,39.9,39.6,39.6
2017-03-20,40.0,40.4,39.9,40.2
2017-03-21,40.4,40.8,40.2,40.6
2017-03-22,40.4,40.8,40.2,40.6
2017-03-23,40.8,40.8,40.2,40.2
2017-03-24,40.4,40.8,40.2,40.8
2017-03-27,40.8,40.8,40.2,40.4
2017-03-28,40.4,40.6,40.2,40.4
2017-03-29,39.6,39.7,39.4,39.5
2017-03-30,39.5,39.8,39.4,39.5
2017-03-31,39.7,39.8,38.7,38.7
2017-04-03,39.0,39.4,38.9,39.2
2017-04-04,39.1,39.4,39.0,39.2
2017-04-05,39.3,39.3,38.9,39.0
2017-04-07,39.1,39.3,38.9,39.2
2017-04-10,39.3,39.5,39.2,39.5
2017-04-11,39.6,39.6,39.3,39.4
2017-04-12,39.5,39.7,39.4,39.7
2017-04-17,39.5,39.6,39.3,39.3
2017-04-18,39.4,39.5,39.2,39.2
2017-04-19,39.2,39.5,39.2,39.3
2017-04-20,39.4,39.5,39.1,39.2
2017-04-21,39.3,39.4,39.0,39.0
2017-04-24,39.3,39.3,38.9,38.9
2017-04-25,38.9,39.1,38.8,39.0
2017-04-26,39.1,39.2,38.6,38.8
2017-04-27,38.7,39.1,38.6,38.8
2017-04-28,39.1,39.2,38.9,38.9
2017-05-02,38.8,39.1,38.8,38.9
2017-05-03,38.8,39.1,38.8,38.9
2017-05-04,39.0,39.1,38.9,39.0
2017-05-05,38.9,39.0,38.6,39.0
2017-05-08,39.0,39.0,38.7,38.9
2017-05-09,39.0,39.0,38.7,38.7
2017-05-12,38.8,38.9,37.9,38.1
2017-05-15,38.2,38.6,38.1,38.6
2017-05-16,39.0,39.4,38.8,39.3
2017-05-17,39.2,39.5,38.9,38.9
2017-05-18,39.2,39.3,39.0,39.2
2017-05-19,39.2,39.4,39.1,39.3
2017-05-22,39.4,39.5,39.1,39.3
2017-05-23,39.4,39.5,39.2,39.3
2017-05-24,39.3,39.6,39.3,39.5
2017-05-25,39.6,39.6,39.3,39.4
2017-05-26,39.2,39.4,39.1,39.3
2017-05-29,39.3,39.4,39.2,39.4
2017-05-30,39.4,39.5,39.1,39.2
2017-05-31,39.3,39.4,39.1,39.3
2017-06-01,39.2,39.3,38.8,39.0
2017-06-02,39.0,39.1,38.9,39.1
2017-06-05,39.2,39.3,38.2,38.3
2017-06-06,38.5,38.6,38.2,38.5
2017-06-07,38.6,38.9,38.5,38.5
2017-06-08,38.4,38.5,38.1,38.2
2017-06-09,38.3,38.3,38.0,38.3
2017-06-12,38.4,38.4,38.0,38.1
2017-06-13,38.2,38.6,37.9,38.5
2017-06-14,38.5,38.6,38.3,38.4
2017-06-15,38.3,38.4,37.9,38.0
2017-06-16,38.0,38.2,37.7,37.9
2017-06-19,38.0,38.2,38.0,38.0
2017-06-20,38.1,38.4,38.0,38.4
2017-06-21,38.2,38.2,37.7,37.7
2017-06-22,37.7,38.0,37.6,37.8
2017-06-23,37.8,38.1,37.8,38.0
2017-06-26,38.0,38.2,37.9,37.9
2017-06-27,38.0,38.1,37.9,38.0
2017-06-28,38.0,38.1,37.7,37.7
2017-06-29,37.8,37.9,37.5,37.5
2017-06-30,37.5,37.5,37.0,37.0
2017-07-03,37.2,37.4,37.1,37.3
2017-07-04,37.5,37.7,37.4,37.4
2017-07-05,37.4,37.5,37.2,37.3
2017-07-06,37.2,37.2,36.5,36.9
2017-07-07,36.7,37.4,36.7,37.4
2017-07-11,37.4,37.4,37.1,37.3
2017-07-12,37.4,37.5,37.2,37.2
2017-07-13,37.3,37.7,37.3,37.6
2017-07-14,37.6,37.7,37.3,37.4
2017-07-17,37.6,37.7,37.4,37.6
2017-07-18,37.6,38.0,37.5,38.0
2017-07-19,38.0,38.1,37.9,38.0
2017-07-20,38.2,38.2,37.8,37.8
2017-07-21,37.8,38.0,37.8,37.8
2017-07-24,37.8,37.9,37.6,37.8
2017-07-25,37.9,38.5,37.7,38.5
2017-07-26,38.6,39.0,38.6,38.8
2017-07-27,38.9,38.9,38.7,38.8
2017-07-31,39.0,39.0,38.5,38.8
2017-08-01,38.7,38.8,38.5,38.6
2017-08-02,38.5,38.6,38.1,38.1
2017-08-03,38.1,38.4,38.0,38.0
2017-08-04,38.0,38.3,37.9,38.1
2017-08-07,38.1,38.3,38.1,38.2
2017-08-08,38.3,38.4,38.1,38.2
2017-08-09,38.2,38.4,38.1,38.4
2017-08-10,38.4,38.5,38.2,38.2
2017-08-11,38.1,38.3,38.0,38.1
2017-08-15,38.4,38.5,38.2,38.4
2017-08-16,38.3,38.5,38.3,38.4
2017-08-17,38.5,38.6,38.3,38.5
2017-08-18,38.5,39.0,38.4,38.9
2017-08-21,39.0,39.5,39.0,39.3
2017-08-22,39.3,39.3,39.1,39.2
2017-08-23,39.3,39.4,39.2,39.4
2017-08-24,39.4,39.5,39.2,39.3
2017-08-25,39.3,39.5,39.1,39.4
2017-08-28,39.5,39.6,39.3,39.4
2017-08-29,39.4,40.8,39.3,40.0
2017-08-30,40.4,40.8,40.0,40.2
2017-08-31,39.5,40.2,39.4,39.9
2017-09-01,40.2,40.2,39.8,40.0
2017-09-04,39.8,40.2,39.8,39.9
2017-09-05,40.0,40.2,39.8,40.0
2017-09-06,40.2,40.2,39.8,39.8
2017-09-07,40.0,40.8,40.0,40.6
2017-09-08,40.6,40.8,40.4,40.6
2017-09-11,40.6,40.6,40.2,40.4
2017-09-12,40.6,41.0,40.4,40.6
2017-09-13,40.8,40.8,40.4,40.4
2017-09-14,40.6,41.4,40.4,41.0
2017-09-15,41.0,41.4,40.8,41.2
2017-09-18,41.4,42.2,41.4,41.6
2017-09-19,41.8,42.2,41.4,42.0
2017-09-20,42.0,42.0,41.6,41.6
2017-09-21,41.8,42.0,41.4,41.4
2017-09-22,41.4,41.6,40.6,40.6
2017-09-25,40.8,41.2,40.4,41.2
2017-09-26,41.6,42.0,41.4,41.8
2017-09-27,41.8,42.0,41.2,41.8
2017-09-28,41.8,41.8,41.2,41.4
2017-09-29,41.2,41.2,40.8,40.8
2017-10-02,40.8,42.0,40.8,41.8
2017-10-03,42.0,42.2,41.6,42.2
2017-10-04,42.2,42.8,42.0,42.4
2017-10-05,42.2,42.4,41.8,41.8
2017-10-06,42.0,42.2,41.8,42.0
2017-10-09,42.0,42.4,41.8,41.8
2017-10-10,42.0,43.0,41.8,42.8
2017-10-11,43.4,43.6,42.6,43.0
2017-10-12,43.2,43.4,42.2,42.4
2017-10-16,43.0,43.0,42.6,42.8
2017-10-17,42.6,43.0,42.4,43.0
2017-10-18,42.8,42.8,42.0,42.2
2017-10-19,42.2,42.4,41.4,41.6
2017-10-20,40.6,41.2,40.6,41.0
2017-10-24,41.0,41.4,41.0,41.0
2017-10-25,41.2,41.6,41.0,41.0
2017-10-27,41.2,42.0,41.2,41.6
2017-10-30,42.0,42.4,41.6,42.0
2017-10-31,42.0,42.4,42.0,42.0
2017-11-01,42.4,42.4,41.8,42.0
2017-11-02,41.8,42.2,41.2,41.6
2017-11-03,41.8,41.8,41.2,41.6
2017-11-06,41.8,42.2,41.4,42.2
2017-11-07,42.4,42.8,42.4,42.4
2017-11-08,42.4,42.6,42.0,42.0
2017-11-09,41.8,42.2,41.6,41.6
2017-11-10,41.6,41.8,41.4,41.4
2017-11-13,41.4,41.6,41.2,41.4
2017-11-14,41.2,42.0,41.2,41.8
2017-11-15,41.6,41.6,40.8,41.2
2017-11-16,41.2,41.4,41.0,41.0
2017-11-17,41.2,41.8,41.0,41.8
2017-11-20,42.0,42.0,41.2,41.6
2017-11-21,41.8,41.8,41.2,41.4
2017-11-22,41.8,41.8,41.4,41.4
2017-11-23,41.6,41.8,41.2,41.2
2017-11-24,41.2,41.4,41.0,41.4
2017-11-27,41.2,41.6,41.2,41.6
2017-11-28,41.4,41.4,41.2,41.4
2017-11-29,41.2,41.6,41.0,41.2
2017-11-30,41.2,41.4,41.0,41.2
2017-12-01,41.6,42.2,41.2,42.0
2017-12-04,42.2,42.2,41.8,42.0
2017-12-06,42.0,42.2,41.8,42.2
2017-12-07,42.2,42.2,41.8,42.0
2017-12-08,41.8,42.2,41.6,42.2
2017-12-12,42.4,42.8,42.2,42.8
2017-12-13,42.8,43.0,42.6,42.6
2017-12-14,42.8,43.0,42.6,43.0
2017-12-15,42.8,43.2,42.6,43.2
2017-12-18,43.2,43.6,43.0,43.6
2017-12-19,43.6,43.8,43.6,43.8
2017-12-20,43.8,44.0,43.6,44.0
2017-12-21,44.0,44.0,43.6,43.8
2017-12-22,44.0,44.6,43.8,44.6
2017-12-25,44.8,45.2,44.6,44.8
2017-12-26,44.6,44.8,43.8,44.0
2017-12-27,44.4,44.8,44.0,44.0
2017-12-28,44.0,44.2,43.8,43.8
2017-12-29,44.2,44.2,43.6,44.0
2018-01-03,44.2,45.0,44.0,45.0
2018-01-04,45.2,47.2,45.0,47.2
2018-01-05,47.2,47.4,46.4,46.8
2018-01-08,46.8,47.2,46.6,46.6
2018-01-09,46.8,47.0,46.2,46.6
2018-01-10,47.0,47.8,47.0,47.0
2018-01-11,46.8,47.2,46.2,47.2
2018-01-12,47.4,47.6,46.8,47.0
2018-01-15,47.8,48.8,47.8,48.4
2018-01-16,48.8,49.4,48.2,48.2
2018-01-17,48.2,48.6,47.8,48.4
2018-01-18,49.0,49.0,48.0,48.0
2018-01-19,47.8,48.2,47.6,47.8
2018-01-22,48.0,48.6,47.8,48.4
2018-01-23,48.8,49.2,48.4,48.8
2018-01-24,48.8,49.2,48.6,49.2
2018-01-25,49.6,49.8,48.4,48.6
2018-01-26,48.8,49.0,48.4,49.0
2018-01-29,49.6,50.0,49.2,49.8
2018-01-30,49.4,49.8,48.8,49.0
2018-01-31,48.6,49.8,48.6,49.2
2018-02-01,49.6,50.0,49.2,49.8
2018-02-02,50.4,51.0,50.0,50.2
2018-02-05,49.2,50.2,49.2,50.0
2018-02-06,48.6,49.0,48.0,48.4
2018-02-07,49.0,49.0,48.2,48.4
2018-02-08,48.4,49.0,48.0,48.0
2018-02-09,47.6,48.2,47.4,48.0
2018-02-12,48.0,48.8,47.8,48.8
2018-02-13,49.2,49.2,48.4,48.8
2018-02-14,48.8,49.0,48.0,48.0
2018-02-15,48.4,48.8,48.0,48.6
2018-02-16,49.0,49.0,48.4,48.6
2018-02-19,49.0,49.2,48.8,48.8
2018-02-20,48.8,49.2,48.6,49.0
2018-02-21,50.8,52.6,50.8,52.2
2018-02-22,52.4,54.8,52.2,54.0
2018-02-23,54.6,54.8,53.2,53.8
2018-02-26,54.2,56.8,53.6,56.6
2018-02-27,57.2,58.8,56.8,57.4
2018-02-28,57.0,57.8,56.4,56.8
2018-03-02,56.0,56.4,55.2,55.6
2018-03-05,56.0,56.4,55.0,56.2
2018-03-06,55.6,56.0,55.2,55.2
2018-03-07,55.0,55.0,54.0,54.0
2018-03-08,54.4,54.6,53.2,53.2
2018-03-09,53.4,53.4,52.2,53.4
2018-03-12,54.4,55.8,54.2,55.8
2018-03-13,55.4,56.6,55.2,56.6
2018-03-14,56.4,56.6,55.4,56.0
2018-03-15,56.0,56.4,55.6,55.8
2018-03-16,55.4,55.6,54.6,54.8
2018-03-19,54.6,54.6,53.6,53.6
2018-03-20,53.6,54.8,53.4,54.2
2018-03-21,54.6,54.8,54.0,54.2
2018-03-22,54.6,55.4,54.2,54.4
2018-03-23,53.4,55.0,53.4,55.0
2018-03-26,55.2,56.0,55.2,56.0
2018-03-27,56.2,56.4,55.8,56.0
2018-03-28,55.8,57.0,55.6,56.0
2018-03-29,56.0,56.0,54.2,54.8
2018-03-30,55.0,55.6,54.4,55.2
2018-04-02,55.0,55.4,54.8,55.2
2018-04-03,54.6,55.0,54.2,54.6
2018-04-04,54.6,54.8,53.2,53.2
2018-04-05,53.8,54.2,53.4,54.2
2018-04-09,53.8,55.4,53.8,55.0
2018-04-10,55.4,55.6,54.8,55.2
2018-04-11,55.6,55.6,54.2,54.6
2018-04-12,55.0,55.4,54.4,55.0
2018-04-17,55.0,55.2,54.6,54.6
2018-04-18,55.0,55.0,54.6,55.0
2018-04-19,55.4,58.0,55.4,58.0
2018-04-20,58.6,59.0,57.6,58.8
2018-04-23,58.6,58.8,57.2,57.2
2018-04-24,57.75,59.5,57.25,58.0
2018-04-25,57.5,57.75,56.75,57.5
2018-04-26,57.5,57.75,56.5,56.5
2018-04-27,57.0,57.0,56.0,56.5
2018-04-30,56.5,57.0,56.25,56.5
2018-05-02,56.25,57.0,55.25,57.0
2018-05-03,56.5,57.75,56.5,57.5
2018-05-04,57.25,57.5,56.25,56.75
2018-05-07,57.25,57.5,56.5,56.75
2018-05-08,56.75,57.0,55.25,55.5
2018-05-09,55.75,56.5,55.5,56.25
2018-05-10,57.0,57.0,56.0,56.0
2018-05-11,56.0,56.75,55.5,56.75
2018-05-14,56.75,57.25,56.75,57.0
2018-05-15,56.75,57.0,56.0,56.5
2018-05-16,56.25,56.75,56.25,56.5
2018-05-17,56.75,57.75,56.25,57.25
2018-05-18,57.25,57.5,56.75,57.0
2018-05-21,57.25,57.5,56.75,57.0
2018-05-22,57.0,57.0,55.0,55.25
2018-05-23,54.0,54.25,52.75,53.5
2018-05-24,53.0,53.0,50.75,50.75
2018-05-25,51.25,52.0,50.5,52.0
2018-05-28,50.75,51.25,50.0,50.25
2018-05-30,49.25,51.75,49.0,51.5
2018-05-31,52.25,53.5,51.75,52.25
2018-06-01,52.25,52.5,51.25,51.5
2018-06-04,51.75,52.25,51.25,51.75
2018-06-05,51.75,52.25,51.0,52.0
2018-06-06,52.0,53.0,52.0,52.5
2018-06-07,52.5,52.75,52.0,52.25
2018-06-08,52.5,52.5,51.0,51.0
2018-06-11,51.0,51.25,50.5,50.75
2018-06-12,51.0,52.25,50.75,51.5
2018-06-13,51.5,51.75,51.0,51.0
2018-06-14,51.0,51.25,50.0,51.0
2018-06-15,50.5,50.75,49.75,50.0
2018-06-18,49.25,49.5,48.75,49.0
2018-06-19,48.75,49.25,47.5,47.75
2018-06-20,48.5,49.0,48.0,48.75
2018-06-21,48.75,48.75,47.0,47.5
2018-06-22,48.25,48.75,47.5,48.0
2018-06-25,48.75,49.25,48.0,48.0
2018-06-26,47.5,48.25,47.25,48.0
2018-06-27,48.75,49.0,47.5,48.0
2018-06-28,48.5,48.5,47.5,47.5
2018-06-29,48.0,48.0,47.25,48.0
2018-07-02,48.0,48.0,47.0,47.75
2018-07-03,47.75,48.0,47.0,47.5
2018-07-04,47.5,47.75,47.0,47.75
2018-07-05,47.5,47.75,46.25,46.25
2018-07-06,46.25,46.5,44.25,46.25
2018-07-09,47.0,47.25,46.5,47.0
2018-07-10,47.0,48.75,46.5,48.75
2018-07-11,48.0,48.75,47.75,48.5
2018-07-12,48.0,48.5,47.75,48.0
2018-07-13,48.0,48.25,47.5,47.5
2018-07-16,47.25,48.0,47.25,47.5
2018-07-17,47.5,48.25,47.25,47.75
2018-07-18,48.5,49.75,48.25,49.5
2018-07-19,49.75,50.0,49.0,49.5
2018-07-20,49.5,51.5,49.25,51.5
2018-07-23,51.25,51.5,50.75,51.0
2018-07-24,51.25,51.75,50.25,50.25
2018-07-25,50.25,51.5,50.25,51.0
2018-07-26,51.5,51.75,50.75,51.75
2018-07-31,51.5,51.75,50.75,51.25
2018-08-01,51.25,52.75,50.75,52.5
2018-08-02,52.0,52.5,51.5,52.0
2018-08-03,51.75,52.25,51.5,51.75
2018-08-06,52.0,52.25,51.25,51.5
2018-08-07,51.75,52.5,51.25,52.25
2018-08-08,52.25,53.0,52.25,53.0
2018-08-09,52.5,53.0,52.5,52.5
2018-08-10,52.25,52.75,51.75,51.75
2018-08-14,51.5,52.0,51.0,51.75
2018-08-15,51.5,51.75,50.75,51.0
2018-08-16,50.5,50.75,49.5,50.5
2018-08-17,51.0,52.0,51.0,51.5
2018-08-20,52.0,52.5,52.0,52.25
2018-08-21,52.5,52.75,51.5,51.75
2018-08-22,51.75,52.5,51.25,51.75
2018-08-23,52.25,52.5,51.75,52.0
2018-08-24,51.75,52.25,51.5,51.75
2018-08-27,52.0,52.25,51.75,52.0
2018-08-28,52.25,53.0,52.25,52.5
2018-08-29,52.5,52.5,52.0,52.5
2018-08-30,52.5,52.75,52.0,52.0
2018-08-31,51.75,52.5,51.75,52.5
2018-09-03,52.5,52.75,52.25,52.75
2018-09-04,52.75,53.0,52.25,52.25
2018-09-05,51.75,52.0,50.5,50.5
2018-09-06,50.5,50.5,49.75,50.5
2018-09-07,50.25,50.25,49.5,50.0
2018-09-10,50.0,50.25,49.5,50.25
2018-09-11,50.0,50.25,48.75,48.75
2018-09-12,49.0,49.75,48.75,49.5
2018-09-13,50.25,52.25,50.25,52.0
2018-09-14,52.25,52.25,51.5,51.75
2018-09-17,51.5,51.75,50.75,51.0
2018-09-18,50.75,52.25,50.75,52.0
2018-09-19,52.25,53.0,52.0,52.5
2018-09-20,53.0,53.75,52.75,53.5
2018-09-21,53.75,54.0,53.25,53.75
2018-09-24,53.5,54.0,53.25,54.0
2018-09-25,54.0,54.25,53.75,54.0
2018-09-26,54.25,54.5,54.0,54.25
2018-09-27,54.25,54.5,53.0,54.0
2018-09-28,54.5,54.5,54.0,54.25
2018-10-01,54.75,55.0,54.5,54.75
2018-10-02,54.75,55.25,54.25,54.5
2018-10-03,54.5,54.75,53.25,53.5
2018-10-04,53.25,53.75,52.5,53.0
2018-10-05,52.5,53.0,52.25,52.5
2018-10-08,52.5,53.0,51.75,51.75
2018-10-09,52.0,52.5,51.75,52.25
2018-10-10,52.75,54.0,52.75,54.0
2018-10-11,51.25,52.0,50.75,51.0
2018-10-12,51.5,52.0,51.0,51.5
2018-10-16,51.5,51.75,51.0,51.0
2018-10-17,51.5,51.75,51.0,51.0
2018-10-18,50.75,51.5,50.5,51.0
2018-10-19,50.75,51.0,50.5,50.5
2018-10-22,50.75,51.0,50.25,50.25
