ECL,2022-04-29,2.56,2.64,2.54,4265220,2.60
EGATIF,2022-04-29,8.90,8.90,8.55,9796097,8.80
EGCO,2022-04-29,166.50,168.00,166.50,656286,167.00
EKH,2022-04-29,7.85,8.10,7.75,14234136,8.00
EMC,2022-04-29,0.21,0.22,0.21,17276810,0.22
EPG,2022-04-29,10.20,10.50,10.20,7217826,10.20
ESSO,2022-04-29,9.35,9.45,9.15,30498426,9.30
FORTH,2022-04-29,42.00,43.75,42.00,7136542,43.00
FPI,2022-04-29,3.04,3.08,3.04,541601,3.04
FSMART,2022-04-29,21.60,22.30,21.50,10678102,22.00
FSS,2022-04-29,5.10,5.15,5.00,2729984,5.05
GBX,2022-04-29,1.34,1.36,1.34,1086113,1.35
GC,2022-04-29,6.20,6.30,6.20,15001,6.20
GFPT,2022-04-29,14.00,14.10,13.80,3666635,14.00
GGC,2022-04-29,14.00,14.10,14.00,100601,14.00
GLAND,2022-04-29,2.18,2.18,2.18,3000,2.18
GLOBAL,2022-04-29,21.80,21.90,21.50,8296154,21.60
GPI,2022-04-29,1.80,1.81,1.79,111215,1.80
GPSC,2022-04-29,66.50,67.25,66.50,5379532,66.75
GRAMMY,2022-04-29,11.30,11.30,11.00,8450,11.00
GULF,2022-04-29,48.75,49.25,48.25,15309016,48.50
GUNKUL,2022-04-29,5.80,5.85,5.75,29292994,5.80
GVREIT,2022-04-29,9.85,9.85,9.75,222331,9.80
HANA,2022-04-29,45.00,45.50,44.50,6542175,45.25
HFT,2022-04-29,8.20,8.25,8.05,1176100,8.05
HMPRO,2022-04-29,15.00,15.20,14.90,24129734,15.00
HREIT,2022-04-29,8.50,8.55,8.45,519004,8.50
HTC,2022-04-29,32.50,33.00,32.25,618695,33.00
HTECH,2022-04-29,4.58,4.62,4.56,1368694,4.58
HUMAN,2022-04-29,11.90,12.20,11.80,4265694,11.80
ICC,2022-04-29,30.50,30.50,30.00,7000,30.25
ICHI,2022-04-29,12.10,12.20,12.00,11571306,12.20
IFS,2022-04-29,3.12,3.12,3.08,116021,3.10
IHL,2022-04-29,3.70,3.74,3.70,217000,3.72
III,2022-04-29,14.80,15.00,14.70,2583614,14.80
ILINK,2022-04-29,10.10,10.40,10.00,2575956,10.30
ILM,2022-04-29,21.70,22.10,21.30,2437971,21.80
IMH,2022-04-29,18.10,18.30,18.10,238065,18.10
IMPACT,2022-04-29,16.90,16.90,16.40,370815,16.80
INGRS,2022-04-29,0.67,0.68,0.66,896500,0.67
INET,2022-04-29,7.10,7.25,7.05,1469837,7.05
INOX,2022-04-29,1.24,1.27,1.23,12538521,1.27
INSET,2022-04-29,5.20,5.30,5.20,2914607,5.25
INTUCH,2022-04-29,70.00,71.00,69.50,3450094,70.75
IP,2022-04-29,19.60,19.80,19.50,924999,19.80
IRC,2022-04-29,15.20,15.20,15.00,6005,15.00
IRPC,2022-04-29,3.48,3.52,3.44,147868541,3.44
IVL,2022-04-29,45.25,45.75,45.00,11418985,45.00
J,2022-04-29,4.92,5.05,4.74,27252234,4.76
JAS,2022-04-29,3.68,3.72,3.66,35627066,3.72
JASIF,2022-04-29,11.00,11.00,10.90,16378009,10.90
JMART,2022-04-29,62.50,62.50,61.25,8525588,61.75
JMT,2022-04-29,87.00,87.25,85.25,7717344,85.75
JTS,2022-04-29,552.00,564.00,550.00,84398,560.00
JUBILE,2022-04-29,23.60,23.70,23.40,17706,23.70
JWD,2022-04-29,16.20,16.20,15.80,3565524,16.10
KAMART,2022-04-29,5.10,5.35,5.05,5518756,5.30
KBANK,2022-04-29,153.00,154.50,152.00,14519809,154.00
KCE,2022-04-29,61.50,62.25,61.50,5380448,62.00
KEX,2022-04-29,23.50,24.00,23.40,4835446,23.90
KGI,2022-04-29,5.50,5.55,5.45,4123974,5.45
KKP,2022-04-29,72.25,72.25,71.25,5620236,72.00
KSL,2022-04-29,4.10,4.10,3.88,48429076,3.88
KTB,2022-04-29,15.20,15.30,15.00,59375152,15.20
KTC,2022-04-29,57.75,58.25,56.75,8210952,56.75
KYE,2022-04-29,366.00,367.00,365.00,3802,366.00
LALIN,2022-04-29,9.35,9.40,9.20,252755,9.35
LANNA,2022-04-29,20.00,20.80,19.80,21364814,20.80
LH,2022-04-29,9.55,9.60,9.45,72063613,9.55
LHFG,2022-04-29,1.33,1.34,1.31,7275302,1.33
LHHOTEL,2022-04-29,8.75,8.85,8.60,159805,8.80
LHK,2022-04-29,4.26,4.26,4.24,63890,4.26
LIT,2022-04-29,2.46,2.52,2.44,2757297,2.46
LPF,2022-04-29,13.60,13.80,13.60,738502,13.70
LPH,2022-04-29,5.70,5.85,5.70,413620,5.80
LPN,2022-04-29,4.60,4.64,4.60,1064276,4.60
LST,2022-04-29,6.20,6.25,6.15,1845300,6.25
M,2022-04-29,55.00,55.75,54.50,310937,55.50
MACO,2022-04-29,0.80,0.81,0.79,14494179,0.79
MAJOR,2022-04-29,20.50,21.00,20.50,3461126,21.00
MAKRO,2022-04-29,37.50,37.75,36.75,11967902,36.75
MBAX,2022-04-29,5.10,5.15,5.10,63883,5.15
MC,2022-04-29,9.05,9.15,9.00,373028,9.05
MCS,2022-04-29,12.30,12.40,12.20,2827321,12.30
MDX,2022-04-29,5.30,5.35,5.30,47400,5.30
MEGA,2022-04-29,49.00,50.00,48.25,6279392,49.25
MFC,2022-04-29,25.50,25.50,25.25,551515,25.50
MFEC,2022-04-29,9.90,10.00,9.85,1910805,9.95
MINT,2022-04-29,35.00,36.25,35.00,16526711,36.25
MSC,2022-04-29,9.50,9.50,9.05,1262002,9.15
MST,2022-04-29,11.70,11.80,11.60,109914,11.70
MTI,2022-04-29,111.50,111.50,110.00,5400,111.00
MTC,2022-04-29,46.25,47.25,45.75,7819791,46.50
NCH,2022-04-29,1.84,1.87,1.82,5472806,1.82
NER,2022-04-29,6.75,6.80,6.65,8347450,6.65
NNCL,2022-04-29,2.42,2.42,2.40,38002,2.42
NOBLE,2022-04-29,5.00,5.05,4.96,1438498,4.96
NRF,2022-04-29,7.10,7.25,7.10,2048968,7.20
NYT,2022-04-29,4.90,4.94,4.70,5891211,4.70
OISHI,2022-04-29,48.50,48.50,48.50,3402,48.50
OR,2022-04-29,25.00,25.25,24.50,51613893,24.60
ORI,2022-04-29,11.00,11.20,10.90,4964172,11.10
OSP,2022-04-29,35.00,35.25,35.00,4149957,35.00
PAP,2022-04-29,4.76,4.80,4.70,724645,4.74
PB,2022-04-29,68.00,68.00,67.50,1920,68.00
PCSGH,2022-04-29,5.00,5.05,4.98,5910,4.98
PDG,2022-04-29,3.60,3.66,3.58,618605,3.62
PDJ,2022-04-29,3.02,3.10,3.02,783822,3.06
PERM,2022-04-29,2.22,2.26,2.22,1318901,2.24
PL,2022-04-29,2.80,2.92,2.76,1208300,2.80
PLANB,2022-04-29,7.85,7.95,7.75,16524329,7.90
PLE,2022-04-29,0.81,0.81,0.80,379105,0.80
POPF,2022-04-29,11.70,11.70,11.60,484100,11.70
PR9,2022-04-29,14.00,14.00,13.70,714349,13.80
PREB,2022-04-29,8.85,8.85,8.75,492477,8.80
PRG,2022-04-29,10.80,10.80,10.70,3800,10.80
PRM,2022-04-29,6.10,6.15,6.05,2243566,6.10
PSH,2022-04-29,13.30,13.30,13.10,624815,13.30
PSL,2022-04-29,19.10,19.30,18.80,11364893,19.20
PTG,2022-04-29,14.30,14.70,14.30,16635190,14.60
PTL,2022-04-29,25.00,25.25,24.90,864223,25.25
PTT,2022-04-29,37.50,37.75,37.25,40611116,37.25
PTTEP,2022-04-29,151.00,153.00,148.00,12456055,148.00
PTTGC,2022-04-29,50.00,50.75,48.75,21098521,49.00
QH,2022-04-29,2.24,2.24,2.22,11462065,2.22
RATCH,2022-04-29,44.00,44.50,44.00,4085716,44.25
RBF,2022-04-29,17.50,17.50,17.10,7969367,17.20
RCL,2022-04-29,44.75,45.25,44.25,2863392,45.00
RICHY,2022-04-29,1.18,1.18,1.16,1810156,1.17
RJH,2022-04-29,33.50,33.75,33.25,531340,33.75
ROJNA,2022-04-29,6.30,6.35,6.25,471609,6.25
RPC,2022-04-29,1.38,1.41,1.36,8324185,1.38
RS,2022-04-29,17.60,17.90,17.40,10448388,17.80
RSP,2022-04-29,2.46,2.58,2.42,2175669,2.44
S,2022-04-29,1.97,2.02,1.96,11339423,2.02
S+%26+J,2022-04-29,30.25,30.50,29.25,701,30.00
S11,2022-04-29,6.15,6.15,6.15,23485,6.15
SABUY,2022-04-29,27.75,28.25,27.50,4853425,28.25
SAMTEL,2022-04-29,6.85,6.90,6.80,89809,6.90
SAPPE,2022-04-29,33.00,34.00,32.50,2061346,33.75
SAT,2022-04-29,18.90,19.00,18.50,2017090,18.60
SAUCE,2022-04-29,32.50,32.50,31.00,237936,31.50
SAWAD,2022-04-29,53.75,54.75,53.00,12134372,53.00
SC,2022-04-29,3.68,3.70,3.64,8173256,3.66
SCB,2022-04-29,115.00,115.00,113.00,21217184,113.50
SCC,2022-04-29,370.00,373.00,365.00,7375654,365.00
SCCC,2022-04-29,152.00,153.00,151.00,114667,151.50
SCGP,2022-04-29,55.25,56.00,55.25,3283246,55.25
SENA,2022-04-29,4.46,4.50,4.44,2243074,4.46
SF,2022-04-29,11.20,11.20,11.20,257441,11.20
SFLEX,2022-04-29,4.34,4.36,4.24,15076329,4.24
SGP,2022-04-29,12.20,12.30,12.00,1614007,12.20
SHANG,2022-04-29,53.50,54.00,53.00,11600,53.00
SINGER,2022-04-29,57.50,57.75,56.75,1447994,57.25
SIRI,2022-04-29,1.17,1.17,1.15,63883217,1.16
SIS,2022-04-29,40.75,41.00,39.50,501863,39.50
SISB,2022-04-29,13.10,13.40,12.70,3410745,12.80
SKN,2022-04-29,8.85,9.10,8.85,5045458,8.85
SKR,2022-04-29,14.40,14.60,14.30,232667,14.60
SMART,2022-04-29,0.88,0.88,0.86,903119,0.86
SMPC,2022-04-29,14.60,15.00,14.40,1448590,15.00
SMT,2022-04-29,5.10,5.15,5.00,3390522,5.10
SNC,2022-04-29,20.40,21.20,20.30,1998327,21.10
SNP,2022-04-29,16.20,16.40,16.20,17720,16.40
SPALI,2022-04-29,21.90,22.00,21.80,2614806,21.80
SPC,2022-04-29,64.25,65.00,63.50,38404,64.50
SPCG,2022-04-29,16.80,17.00,16.80,765666,16.90
SPG,2022-04-29,17.20,17.40,17.20,7900,17.40
SPI,2022-04-29,65.50,65.50,65.50,200,65.50
SPRC,2022-04-29,10.80,10.80,10.60,24726270,10.70
SPRIME,2022-04-29,7.10,7.10,7.05,22607,7.10
SQ,2022-04-29,2.06,2.06,2.02,2252000,2.04
SRICHA,2022-04-29,12.80,12.90,12.80,212700,12.90
SSP,2022-04-29,11.10,11.20,11.00,3859106,11.10
SSSC,2022-04-29,3.32,3.32,3.28,694602,3.28
STA,2022-04-29,25.25,25.25,24.60,6190534,24.60
STANLY,2022-04-29,171.00,171.50,170.00,3906,170.00
STARK,2022-04-29,4.70,4.76,4.64,46109757,4.68
STEC,2022-04-29,13.00,13.30,12.90,6747811,13.10
STGT,2022-04-29,24.30,24.40,24.10,4434451,24.20
SUC,2022-04-29,31.00,31.00,30.25,156921,30.75
SUPER,2022-04-29,0.87,0.89,0.87,106326660,0.88
SUPEREIF,2022-04-29,12.00,12.10,12.00,461548,12.10
SUSCO,2022-04-29,3.34,3.34,3.28,1328898,3.30
SVH,2022-04-29,402.00,404.00,402.00,902,404.00
SVI,2022-04-29,8.10,8.25,8.10,2662814,8.25
SVOA,2022-04-29,4.04,4.16,4.02,74077312,4.06
SYNEX,2022-04-29,24.20,24.70,24.20,2316481,24.50
TACC,2022-04-29,7.45,7.55,7.35,2386642,7.55
TASCO,2022-04-29,16.30,16.40,16.20,1887010,16.30
TCAP,2022-04-29,40.25,40.50,39.75,3368741,40.00
TCCC,2022-04-29,35.00,36.00,34.75,6001,34.75
TFFIF,2022-04-29,8.45,8.50,8.40,7015205,8.45
TFG,2022-04-29,4.20,4.34,4.16,11050746,4.24
THANI,2022-04-29,4.38,4.44,4.36,6339271,4.44
THE,2022-04-29,2.40,2.48,2.38,679600,2.40
THG,2022-04-29,61.50,64.00,60.50,11813692,62.50
THREL,2022-04-29,6.05,6.05,5.85,2310901,6.05
TIDLOR,2022-04-29,36.75,37.00,36.00,17917787,36.00
TIPH,2022-04-29,64.50,65.00,63.75,5322438,64.00
TIPCO,2022-04-29,8.95,9.05,8.90,970205,8.90
TISCO,2022-04-29,90.75,91.75,90.00,13931080,90.00
TK,2022-04-29,10.90,11.00,10.60,199112,11.00
TKN,2022-04-29,7.75,7.80,7.70,933909,7.75
TKS,2022-04-29,12.40,12.60,12.30,992997,12.50
TMT,2022-04-29,10.10,10.20,10.00,809830,10.20
TMW,2022-04-29,35.00,35.25,34.50,2010,35.00
TNITY,2022-04-29,10.30,10.80,10.00,1197030,10.80
TNPC,2022-04-29,3.34,3.42,3.20,3423255,3.22
TNR,2022-04-29,7.80,7.80,7.70,2220,7.80
