name,market,price,max_price,min_price,pe,pbv,paid_up,market_cap,daily_volume,beta,ticker_id,created_at,updated_at
PSH,SETTHSI,13.2,15.6,12.0,12.57,0.66,999.99,28888.26,10193.99,0.25,383,2022-05-27,2022-05-27
PSL,SET,19.1,26.0,13.7,5.52,1.99,999.99,29782.47,356113.92,0.83,711,2022-05-27,2022-05-27
PTG,SET100 / SETHD / SETTHSI,14.7,19.8,12.9,38.66,2.98,999.99,24549.0,204752.44,0.1,387,2022-05-27,2022-05-27
PTL,SET,24.6,30.5,22.3,6.24,1.26,999.99,22140.0,7244.8,3.94,388,2022-05-27,2022-05-27
PTT,SET50 / SETCLMV / SETHD / SETTHSI,37.5,42.0,34.0,10.57,1.04,999.99,1071112.36,1355252.39,0.89,389,2022-05-27,2022-05-27
PTTEP,SET50 / SETCLMV / SETHD / SETTHSI,165.5,167.5,100.5,17.36,1.59,999.99,657032.58,3668816.2,2.64,390,2022-05-27,2022-05-27
PTTGC,SET50 / SETCLMV / SETTHSI,47.5,67.0,44.25,5.42,0.68,999.99,214170.33,463039.69,0.93,391,2022-05-27,2022-05-27
QH,SET100 / SETHD,2.26,2.44,2.12,13.28,0.88,999.99,24214.5,11379.82,0.05,394,2022-05-27,2022-05-27
RATCH,SET50 / SETCLMV / SETHD / SETTHSI,40.5,51.01,38.0,12.37,1.23,999.99,58725.0,169483.21,1.09,399,2022-05-27,2022-05-27
RBF,SET100 / SETCLMV / SETWB,15.3,24.5,14.3,60.24,7.0,999.99,30600.0,77952.7,0.08,672,2022-05-27,2022-05-27
RCL,SET100 / SETCLMV,45.0,67.75,36.75,1.6,1.09,999.99,37293.75,406969.7,9.92,401,2022-05-27,2022-05-27
RJH,sSET,35.5,39.0,27.75,7.71,4.32,999.99,10650.0,23869.64,1.58,404,2022-05-27,2022-05-27
ROJNA,sSET,6.15,8.9,5.55,5.03,0.73,999.99,12425.84,2604.48,0.41,409,2022-05-27,2022-05-27
RS,SET100 / SETTHSI,15.6,26.0,14.9,354.76,6.81,999.99,15170.95,79035.12,0.06,413,2022-05-27,2022-05-27
S11,sSET,5.65,7.5,5.55,8.82,1.1,999.99,3463.45,1679.18,0.13,418,2022-05-27,2022-05-27
SAPPE,sSET,34.5,35.75,23.7,22.27,3.45,999.99,10635.97,10684.21,0.5,426,2022-05-27,2022-05-27
SAT,sSET / SETTHSI,18.8,24.8,17.5,8.97,1.01,999.99,7993.65,21715.7,0.61,427,2022-05-27,2022-05-27
SAWAD,SET50,54.0,78.25,46.5,16.86,2.9,999.99,74150.23,747222.91,0.75,429,2022-05-27,2022-05-27
SC,sSET / SETTHSI,3.44,4.1,2.9,7.14,0.71,999.99,14511.76,22760.08,0.09,431,2022-05-27,2022-05-27
SCB,SET50,111.0,121.5,105.5,9.17,9.99,999.99,373749.02,872048.19,3.0,432,2022-05-27,2022-05-27
SCC,SET50 / SETCLMV / SETHD / SETTHSI,366.0,446.0,356.0,10.69,1.21,999.99,439200.0,602451.19,7.37,433,2022-05-27,2022-05-27
SCCC,SETCLMV / SETTHSI,150.0,184.5,146.5,11.21,1.36,999.99,44700.0,9402.6,2.69,434,2022-05-27,2022-05-27
SCGP,SET50 / SETCLMV / SETTHSI,55.25,71.5,50.75,30.34,2.47,999.99,237183.84,323284.09,0.39,684,2022-05-27,2022-05-27
SENA,sSET,4.16,5.5,3.44,4.41,0.74,999.99,5982.71,17558.54,0.23,443,2022-05-27,2022-05-27
SGP,SET,11.5,15.7,10.4,6.08,1.22,999.99,21135.42,6636.72,0.54,447,2022-05-27,2022-05-27
SINGER,SET100,52.0,59.25,32.43,54.74,2.81,999.99,42472.33,167489.0,0.27,452,2022-05-27,2022-05-27
SIRI,SET100 / SETHD / SETTHSI,1.11,1.52,1.05,8.54,0.42,999.99,16523.29,65087.57,0.01,453,2022-05-27,2022-05-27
SIS,sSET,30.5,48.75,28.5,13.43,3.1,999.99,10681.06,39555.2,0.55,455,2022-05-27,2022-05-27
SKN,sSET,8.15,9.9,4.82,7.13,1.93,999.99,6520.0,11391.05,0.28,458,2022-05-27,2022-05-27
SKR,SET,14.3,15.8,8.65,17.49,4.99,999.99,29519.9,3050.64,0.19,459,2022-05-27,2022-05-27
SMPC,sSET,15.2,15.8,10.3,9.02,3.25,999.99,8139.7,12178.83,0.54,463,2022-05-27,2022-05-27
SNC,sSET / SETTHSI,18.9,23.8,13.2,8.95,1.4,999.99,6845.96,39593.91,0.76,465,2022-05-27,2022-05-27
SPALI,SET100 / SETHD,20.4,23.6,19.7,5.3,0.92,999.99,43718.82,100169.27,0.6,470,2022-05-27,2022-05-27
SPC,SET,68.5,71.0,56.25,12.7,0.93,999.99,22605.0,7973.79,1.15,471,2022-05-27,2022-05-27
SPCG,SET,16.6,19.8,16.1,7.33,1.01,999.99,17526.11,10006.0,0.58,472,2022-05-27,2022-05-27
