Domain Name,Record Name,Record Type,Record Value
www.santiwebsite.com,_29ffbd75c570bd16f7ca85e5418b057f.www.santiwebsite.com.,CNAME,_554823b75b3b2b6dc6c68da119e481b7.ltfvzjuylp.acm-validations.aws.
